question_id,condition,category,answerability,expected_behavior,manual_review_required,factual_correctness_evaluable,answer_relevance,biomedical_factual_correctness,completeness,uncertainty_abstention,context_groundedness,context_utilization
Q057,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q058,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,,
Q058,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q058,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q058,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q059,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,2.0,2.0,,
Q059,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q059,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,1.0,2.0,,
Q059,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q060,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q060,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,5.0,3.0,5.0,5.0,5.0
Q060,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,4.0,,
Q060,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q061,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,3.0,1.0,,
Q061,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,4.0,4.0,5.0
Q061,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,,
Q061,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q062,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,5.0,3.0,5.0,,
Q062,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,2.0,1.0,2.0,3.0
Q062,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,3.0,5.0,,
Q062,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q063,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,3.0,1.0,,
Q063,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,4.0,4.0
Q063,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,4.0,,
Q063,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q064,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,2.0,2.0,3.0,,
Q064,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q064,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,1.0,2.0,,
Q064,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q065,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,3.0,,
Q065,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,1.0,4.0,4.0,4.0
Q065,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,4.0,,
Q065,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,2.0,3.0
Q066,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,2.0,2.0,,
Q066,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,4.0
Q066,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,,
Q066,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q067,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,,
Q067,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q067,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,,
Q067,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q068,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q068,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,4.0
Q068,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,2.0,,
Q068,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,4.0,5.0
Q069,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,2.0,2.0,3.0,,
Q069,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,3.0,3.0,3.0,3.0
Q069,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,1.0,3.0,,
Q069,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q070,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,3.0,,
Q070,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,4.0,3.0
Q070,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,3.0,,
Q070,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q071,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,3.0,2.0,,
Q071,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,4.0,4.0
Q071,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,,
Q071,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q072,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,5.0,2.0,5.0,,
Q072,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,4.0,5.0,4.0,4.0
Q072,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,5.0,3.0,5.0,,
Q072,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q073,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,,
Q073,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q073,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q073,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q074,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,1.0,1.0,2.0,,
Q074,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,1.0,1.0,1.0,2.0,2.0
Q074,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,1.0,3.0,,
Q074,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q075,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,4.0,,
Q075,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q075,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,5.0,,
Q075,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q076,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,3.0,4.0,,
Q076,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,4.0,5.0,4.0,4.0
Q076,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,3.0,3.0,,
Q076,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q077,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,,
Q077,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,4.0,4.0
Q077,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,,
Q077,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q078,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q078,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q078,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q078,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q079,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,1.0,1.0,2.0,,
Q079,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,4.0,4.0,5.0
Q079,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,1.0,2.0,,
Q079,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q080,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,3.0,1.0,,
Q080,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,2.0,4.0,4.0,3.0
Q080,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,2.0,,
Q080,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,4.0,4.0
Q081,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,2.0,4.0,,
Q081,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,3.0,3.0,3.0
Q081,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,,
Q081,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q082,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,2.0,4.0,,
Q082,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,4.0
Q082,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,2.0,4.0,,
Q082,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q083,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,3.0,5.0,,
Q083,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,4.0,3.0,3.0,3.0
Q083,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,1.0,2.0,1.0,,
Q083,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,4.0
Q084,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,1.0,3.0,,
Q084,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,3.0,2.0,2.0,2.0,2.0
Q084,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,1.0,2.0,,
Q084,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q085,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,2.0,,
Q085,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,4.0
Q085,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q085,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q086,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,3.0,3.0,,
Q086,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,4.0,4.0
Q086,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,4.0,,
Q086,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q087,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,3.0,2.0,4.0,,
Q087,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q087,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,3.0,2.0,4.0,,
Q087,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q088,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,,
Q088,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q088,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q088,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q089,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,1.0,2.0,1.0,,
Q089,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,3.0,2.0,2.0
Q089,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,1.0,3.0,,
Q089,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q090,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q090,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,5.0,3.0,3.0
Q090,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,3.0,4.0,,
Q090,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q091,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,4.0,,
Q091,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,5.0,5.0,5.0
Q091,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,2.0,2.0,,
Q091,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q092,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,3.0,2.0,5.0,,
Q092,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,4.0,4.0
Q092,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,,
Q092,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q093,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,,
Q093,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q093,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,1.0,1.0,,
Q093,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q094,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,2.0,2.0,2.0,2.0,,
Q094,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q094,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,3.0,5.0,,
Q094,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q095,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,3.0,3.0,,
Q095,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,5.0,2.0,5.0,5.0,5.0
Q095,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,2.0,,
Q095,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,5.0,3.0,5.0,5.0,5.0
Q096,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,1.0,2.0,2.0,,
Q096,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q096,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,2.0,2.0,,
Q096,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q097,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,,
Q097,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q097,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,4.0,2.0,5.0,,
Q097,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q098,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,3.0,,
Q098,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q098,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,1.0,2.0,1.0,,
Q098,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q099,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,2.0,2.0,3.0,,
Q099,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,3.0,2.0,2.0,2.0,2.0,2.0
Q099,gpt_5_4_mini_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,4.0,4.0,3.0,5.0,,
Q099,gpt_5_4_mini_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q100,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,2.0,,
Q100,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,5.0,5.0
Q100,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,1.0,,
Q100,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,4.0,5.0
Q101,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,1.0,2.0,,
Q101,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q101,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,1.0,2.0,,
Q101,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q102,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,1.0,,
Q102,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,5.0,4.0,5.0,5.0,5.0
Q102,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,2.0,,
Q102,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,5.0,3.0,4.0
Q103,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,1.0,1.0,1.0,,
Q103,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,5.0,5.0,5.0
Q103,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,2.0,3.0,2.0,3.0,,
Q103,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q104,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,5.0,2.0,,
Q104,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,2.0,3.0,3.0
Q104,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,3.0,,
Q104,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,4.0,5.0
Q105,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,5.0,2.0,4.0,,
Q105,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,2.0,3.0,4.0
Q105,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,5.0,2.0,4.0,,
Q105,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q106,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,2.0,3.0,1.0,,
Q106,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,3.0,3.0,4.0,3.0,3.0
Q106,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,3.0,4.0,2.0,,
Q106,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,4.0,5.0,4.0,5.0
Q107,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,2.0,2.0,3.0,,
Q107,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,4.0,4.0,4.0,3.0,3.0
Q107,gpt_5_4_mini_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,3.0,2.0,2.0,1.0,,
Q107,gpt_5_4_mini_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,5.0,5.0,5.0,5.0,5.0,5.0
Q108,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,True,4.0,2.0,2.0,1.0,,
