question_id,randomized_orientation,hidden_system_mapping,judge_model,raw_first_orientation_judgment,raw_reversed_orientation_judgment,decoded_first_orientation_winner,decoded_reversed_orientation_winner,final_reconciled_outcome,position_instability_flag,evaluation_run_id,evaluation_timestamp,prompt_version,rubric_version,context_hash
Q046,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.312825+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,e77ab7862c90c705c321fae81d6727ec6b66385841f26beb6413e535f0e3015b
Q047,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,TIE,MINI,TIE,TIE,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.312917+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,694efc8a70218dc8fde06392b0ebc6b097dcb63388fd82814859da262c6253d7
Q048,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,A,B,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313007+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,9bcfdd379ccd85d4635b4413c1b15e8efb0be0a9d0d4ce7461aad669b775183c
Q049,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313099+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,373685bde48e835ae1a5c8fdfbfefb946e8fb47d086adcb7c63a44fb59eebed9
Q050,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313190+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,d922653aaedf03b3b415bd4127631c4ecf85533c16fc018c80da42e8f202450c
Q051,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313280+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,ee2b9a7058222f200490c88c42c9ab5087de66e6d579300ae06f645d4f6a5e57
Q052,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313375+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,794aaf57e1647e9935205d28b63fe843f957caadcd5cfeea601c8b4bb935ee3f
Q053,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,A,B,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313471+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,d41af42f1f08369b228d22d87bb90633eb005fc8062d6afdf6799da63f6c2c2a
Q054,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313562+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,e5ab9cebe94b1127b5c2abea9d337e1b4e0badce3d111865d248aac6b0c10ec9
Q055,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313656+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,c6aadb12787756b9e0170a8c1746f426307f5ac50077ba1a726c2a79566b60a8
Q056,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313750+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,4fba217e37e79ce72874d59c3bbd884489d359103a3a2a73f0a336cd0d132fd3
Q057,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313841+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,844e9ef5b128f2df497781b60ceb1592ac8c5fe4fb3a2a926caa1c947fca6f90
Q058,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.313933+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,856dd93318ad96cb7482328da2645de818aa2ca5aeeac48d35a4874fb09173c4
Q059,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314024+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,b91406d4ccda6c9e1f8053de729b8a01918f7f2252b7d7482021a917e9f415e2
Q060,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314116+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,10376803fd8e12e7aeec2a5f2906aa496c58d0f1aea60bd481d11decc857f69d
Q061,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314209+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,c51f070fba581c276931166274f080a15ea807132c01b91e04b8be2ad89d46f7
Q062,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314304+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,3b123706c07ce44cfb0629d4bace21765752942078b0f298648443b4a822b872
Q063,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,A,A,QWEN,MINI,POSITION_UNSTABLE,True,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314395+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,0fbed28d4fa56593facb636615b7d411b2845d100bf3a016a36196fd111636a3
Q064,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314485+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,53517e4244107ab2da1b6040690dd4ac0a74be8abd8a3a8506ce908c1747160e
Q065,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314577+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,d36b59016fadba5d52c49031ff5e129340b2f23c486e98dafcfb0e0768da2741
Q066,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314672+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,2645112a13fa456cd781fba06e07bd9e1399b387f29b4cf65e717cfb30c2b785
Q067,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314762+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,2f826edd356d9df71743ece6d8e60ac38f466c4ec6b9521a272932ba6a1dae36
Q068,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,A,B,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314855+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,a34785f497d8dd71db83d34a35b3946dee51f2dfed52fec2fe10b8e8fa7c4cc1
Q069,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.314948+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,b0f8bc37310d7374464bf52a4a961b31374121968e9ef9612a9f5629a7f08323
Q070,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315059+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,01e11ca636379d3eafaa397357dca4ab9088ba3a24eefd835936e093d2dc6c60
Q071,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315152+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,eff869c03f4da126e4a75dc7d40c5a1dbe8f782bb3c66b0286ff7bebcc741d82
Q072,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315242+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,5882d655d72cbcbc592985a1b496a4d10469e3ec2751ca82c0e866b700681210
Q073,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,B,A,QWEN,QWEN,QWEN_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315336+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,5706db28f77955cb15a73383fd87928d5fbf2d1543e83a04559183ba10c51dd6
Q074,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315426+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,171cf00bd6114444f2b7f5cdc8ed577b85f025f7fc38ef2e6c4543e1b2314708
Q075,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315518+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,bff97c0282a1c2ede2a914794f232bedd4412f939c0e5122165e35d474eeda94
Q076,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315610+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,32aeab68d0119296c38b9be226b0daec4e58344b68536dc81e852c3915315c19
Q077,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315714+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,3540f30847f8ad3d34e1a766297bb7fc85507a666babe56a91885e5771ce75f5
Q078,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315806+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,4e8bb529774b1d721e486cb415b8001683a9e4b12fb3cffdbfcd0dc333c9bf5a
Q079,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315898+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,6f95931d0ed4608f22c533fd3fd29a63de1168e7ab408b38aa639beed7d7ce89
Q080,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.315988+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,37bc2be8d3481365aabe266b1c68ac83e1df89be825b61b04f147597c7a2ce62
Q081,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316079+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,8b2a819daa57661084cf1dba75bef63d504a7fcd18474e5d6fd2dd576dec4e31
Q082,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316182+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,270f88956e84dd8a643462b9a98979bdf556962a0f60a9c02203d3d66cf24dc3
Q083,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316293+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,79321b5dd326724d667f9bbe5ccb0888857db2ef2b014a5cb78f095284306eaa
Q084,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316386+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,03de9badf915e410af466e4f261c0f34c0c3cb7770b2b95ca53eefde5c89d595
Q085,"{""original_A"": ""qwen3_8b_igkf"", ""original_B"": ""gpt_5_4_mini_igkf""}","{""original"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}, ""reversed"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}}",gpt-5.5,B,A,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316482+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,a5650ab822b82ee324676ca7b117c1987fd1c0d3a11a9a88f53645f79fa256c8
Q086,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316574+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,c650930dd9af93c3f73ccb0747d6973989006f5244ab5acd400821873bd25b2d
Q087,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,B,B,QWEN,MINI,POSITION_UNSTABLE,True,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316669+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,1b75fca46f16417168186f35a260f376bc5aee9efb3e69dd4c2d99bfa8616631
Q088,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316761+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,994af6d0ee084447c8d75d7b9634ca48ab9f0de008e07aa52ec6566fb05e6fab
Q089,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316853+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,dbb4d13c326de6bd24170a12c6b9a322d8dc9ea933a6afddfb41e6ad7a8a3bb2
Q090,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.316944+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,dac9447ba83ba017056d291d7e91322c283aad3485e0efdd92c042fb0be2afa3
Q091,"{""original_A"": ""gpt_5_4_mini_igkf"", ""original_B"": ""qwen3_8b_igkf""}","{""original"": {""A"": ""gpt_5_4_mini_igkf"", ""B"": ""qwen3_8b_igkf""}, ""reversed"": {""A"": ""qwen3_8b_igkf"", ""B"": ""gpt_5_4_mini_igkf""}}",gpt-5.5,A,B,MINI,MINI,MINI_WIN,False,final_pairwise_graphrag_qwen_vs_mini,2026-07-07T21:34:54.317035+00:00,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,60999d66cce7244efb59161b5dfe608241ff95406f7c7f0fa7d55869eb34a3ce
