question_id,condition,category,answerability,expected_behavior,manual_review_required,answer_relevance,biomedical_factual_correctness,completeness,uncertainty_abstention
Q065,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,4.0,1.0,5.0
Q065,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,2.0,1.0,4.0
Q066,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,2.0,2.0,2.0
Q066,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,5.0,3.0,5.0
Q066,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q066,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q067,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,4.0,2.0,5.0
Q067,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,5.0,3.0,5.0
Q067,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q067,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q068,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,1.0,2.0,1.0
Q068,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q068,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,1.0,2.0,2.0
Q068,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q069,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,3.0
Q069,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q069,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,3.0
Q069,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,3.0,3.0
Q070,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,3.0,3.0
Q070,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q070,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,3.0
Q070,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q071,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,2.0,3.0,2.0
Q071,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,3.0,4.0
Q071,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q071,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q072,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,5.0,2.0,5.0
Q072,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,4.0,5.0
Q072,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,2.0
Q072,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,4.0,5.0
Q073,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q073,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q073,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,2.0,3.0,2.0
Q073,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q074,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,1.0,1.0,2.0
Q074,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q074,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,2.0,1.0,1.0
Q074,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,1.0,1.0,1.0
Q075,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,4.0,4.0
Q075,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q075,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q075,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q076,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,2.0,3.0,4.0
Q076,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q076,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q076,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,4.0,5.0
Q077,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,4.0,2.0,5.0
Q077,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q077,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q077,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q078,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q078,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q078,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,3.0
Q078,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q079,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,1.0,1.0,2.0
Q079,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q079,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,1.0,1.0,1.0
Q079,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,4.0
Q080,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,2.0,3.0,1.0
Q080,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,4.0,3.0,5.0
Q080,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,4.0,2.0,5.0
Q080,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,2.0,4.0
Q081,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,2.0,4.0
Q081,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q081,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,2.0,2.0,2.0
Q081,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,4.0,3.0
Q082,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,3.0,2.0,4.0
Q082,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,5.0,4.0,5.0
Q082,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q082,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q083,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,3.0,5.0
Q083,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,2.0,2.0,1.0
Q083,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,4.0,4.0
Q083,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,3.0,4.0,3.0
Q084,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,2.0,1.0,3.0
Q084,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q084,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,2.0,1.0,1.0
Q084,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,3.0,2.0,2.0
Q085,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,1.0,2.0,2.0
Q085,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q085,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,3.0,5.0
Q085,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q086,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,2.0,3.0,3.0
Q086,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q086,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,1.0,2.0
Q086,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q087,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,3.0,2.0,4.0
Q087,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q087,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,3.0,2.0
Q087,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q088,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q088,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q088,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,4.0
Q088,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q089,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,1.0,2.0,1.0
Q089,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q089,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,5.0,4.0,5.0
Q089,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,3.0
Q090,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,1.0,2.0,1.0
Q090,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,5.0,4.0,5.0
Q090,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q090,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,5.0
Q091,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,4.0
Q091,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q091,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q091,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q092,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,3.0,2.0,5.0
Q092,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,5.0,4.0,5.0
Q092,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,3.0,2.0
Q092,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q093,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q093,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q093,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,3.0,3.0,4.0
Q093,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q094,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,2.0,2.0,2.0,2.0
Q094,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q094,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,5.0,3.0,5.0
Q094,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q095,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,3.0,3.0
Q095,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,4.0,3.0,5.0
Q095,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q095,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,5.0,2.0,5.0
Q096,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,1.0,2.0,2.0
Q096,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q096,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,2.0,3.0,4.0
Q096,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q097,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,4.0,2.0,5.0
Q097,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q097,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q097,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q098,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,3.0
Q098,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q098,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,4.0,3.0,4.0,4.0
Q098,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q099,qwen3_8b_baseline,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,3.0
Q099,qwen3_8b_graph_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q099,qwen3_8b_literature_only,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,4.0,3.0,5.0
Q099,qwen3_8b_igkf,gene_interpretation,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,2.0
Q100,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,2.0
Q100,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q100,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,5.0
Q100,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q101,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,2.0,3.0,1.0,2.0
Q101,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q101,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,2.0
Q101,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q102,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,3.0,4.0,1.0
Q102,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q102,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,2.0,3.0,1.0
Q102,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,5.0,4.0,5.0
Q103,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,1.0,1.0,1.0
Q103,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q103,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,1.0,2.0,1.0
Q103,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,4.0,5.0,5.0
Q104,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,4.0,5.0,2.0
Q104,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,2.0,2.0,1.0,2.0
Q104,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,3.0
Q104,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,2.0
Q105,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,5.0,2.0,4.0
Q105,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q105,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,1.0
Q105,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,2.0
Q106,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,2.0,3.0,1.0
Q106,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,5.0,3.0,5.0
Q106,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,2.0,3.0,1.0
Q106,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,4.0
Q107,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,3.0
Q107,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q107,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,1.0
Q107,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,4.0
Q108,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,2.0,2.0,1.0
Q108,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,5.0,3.0,5.0
Q108,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q108,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q109,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,2.0,3.0,1.0,4.0
Q109,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q109,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,2.0,1.0,2.0,1.0
Q109,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,2.0,2.0,1.0
Q110,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,2.0,3.0,1.0
Q110,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,5.0,2.0,5.0
Q110,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q110,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q111,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,1.0,2.0,1.0
Q111,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,5.0,2.0,4.0
Q111,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q111,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q112,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,2.0,3.0,2.0
Q112,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,5.0,3.0,5.0
Q112,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,3.0
Q112,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,5.0
Q113,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,2.0,3.0,2.0,3.0
Q113,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,5.0,5.0
Q113,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,1.0,1.0,1.0
Q113,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,3.0,3.0,2.0
Q114,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,3.0,3.0,1.0
Q114,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,4.0,5.0,3.0,5.0
Q114,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,2.0
Q114,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,2.0,2.0,1.0
Q115,qwen3_8b_baseline,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,3.0,1.0,1.0,1.0
Q115,qwen3_8b_graph_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,2.0,2.0,1.0,2.0
Q115,qwen3_8b_literature_only,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,5.0,4.0,4.0
Q115,qwen3_8b_igkf,pathway_reasoning,graph_plus_literature,answer_with_qualification,False,5.0,4.0,4.0,3.0
Q116,qwen3_8b_baseline,gene_interpretation,graph_direct,answer,False,3.0,1.0,2.0,2.0
Q116,qwen3_8b_graph_only,gene_interpretation,graph_direct,answer,False,1.0,2.0,1.0,2.0
Q116,qwen3_8b_literature_only,gene_interpretation,graph_direct,answer,False,5.0,5.0,5.0,5.0
Q116,qwen3_8b_igkf,gene_interpretation,graph_direct,answer,False,5.0,5.0,5.0,4.0
Q117,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,4.0,4.0,4.0
Q117,qwen3_8b_graph_only,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,4.0,5.0
Q117,qwen3_8b_literature_only,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,5.0,5.0
Q117,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,5.0,5.0
Q118,qwen3_8b_baseline,variant_interpretation,graph_direct,answer,False,3.0,1.0,2.0,1.0
Q118,qwen3_8b_graph_only,variant_interpretation,graph_direct,answer,False,2.0,4.0,1.0,4.0
Q118,qwen3_8b_literature_only,variant_interpretation,graph_direct,answer,False,4.0,3.0,3.0,2.0
Q118,qwen3_8b_igkf,variant_interpretation,graph_direct,answer,False,4.0,3.0,4.0,3.0
Q119,qwen3_8b_baseline,gene_interpretation,graph_direct,answer,False,2.0,1.0,1.0,2.0
Q119,qwen3_8b_graph_only,gene_interpretation,graph_direct,answer,False,2.0,2.0,1.0,3.0
Q119,qwen3_8b_literature_only,gene_interpretation,graph_direct,answer,False,3.0,2.0,2.0,1.0
Q119,qwen3_8b_igkf,gene_interpretation,graph_direct,answer,False,3.0,2.0,2.0,2.0
Q120,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,4.0,5.0
Q120,qwen3_8b_graph_only,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,4.0,4.0,5.0
Q120,qwen3_8b_literature_only,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,4.0,5.0,5.0
Q120,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,4.0,4.0,5.0
Q121,qwen3_8b_baseline,variant_interpretation,graph_direct,answer,False,3.0,1.0,2.0,1.0
Q121,qwen3_8b_graph_only,variant_interpretation,graph_direct,answer,False,5.0,5.0,4.0,5.0
Q121,qwen3_8b_literature_only,variant_interpretation,graph_direct,answer,False,3.0,1.0,2.0,2.0
Q121,qwen3_8b_igkf,variant_interpretation,graph_direct,answer,False,5.0,3.0,4.0,4.0
Q122,qwen3_8b_baseline,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,5.0,5.0
Q122,qwen3_8b_graph_only,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,4.0,5.0
Q122,qwen3_8b_literature_only,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,5.0,5.0
Q122,qwen3_8b_igkf,general_biomedical_control,out_of_scope_or_insufficient,abstain_or_qualify,True,5.0,5.0,5.0,5.0
